id,title,type,age,description,address,city,state,zip_code,latitude,longitude,sale_price,rent_price,area,rooms,bath_rooms,image_links,owner_id
761,etiam justo,Stringtough,67,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",60724 Stang Circle,Nevada,IA,50201,30.614300,-87.275800,4797242.17,4006.34,4671.07,10,5,,266
762,sed vel,It,63,Phasellus in felis. Donec semper sapien a libero. Nam dui.,67364 Duke Circle,Rice,WA,99167,35.599000,-97.625100,5226290.00,5355.47,4837.50,5,2,,150
763,quisque,Subin,42,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",46 Almo Alley,Gaithersburg,MD,20882,43.005900,-71.013200,22645934.22,6752.44,5437.28,5,2,,92
764,consectetuer,Hatity,96,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",7425 Holy Cross Road,Anniston,AL,36201,37.997100,-87.575000,6608351.27,5165.79,5493.57,9,4,,82
765,diam neque vestibulum,Job,33,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",02 Dennis Plaza,Yorktown,VA,23693,30.318900,-81.685400,18227227.57,5699.36,1541.38,5,3,,185
766,mauris vulputate elementum,Veribet,100,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",9 Daystar Place,Anchorage,AK,99502,40.754800,-73.601800,28425944.98,7472.93,4705.71,7,2,,24
771,tellus nisi eu,Konklab,78,Phasellus in felis. Donec semper sapien a libero. Nam dui.,9663 6th Center,Atlanta,GA,30308,40.668100,-111.908300,26505159.96,7896.91,2810.54,7,4,,216
772,vestibulum sit amet,Biodex,79,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",1042 Spohn Terrace,Dundee,FL,33838,35.551400,-97.407500,17854976.86,3017.98,620.53,8,3,,212
773,justo,Zontrax,23,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",7637 Sloan Alley,San Angelo,TX,76903,39.284700,-76.620500,10416852.08,5159.48,1901.11,9,5,,273
774,augue,Alphazap,52,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",0804 Butternut Avenue,Reston,VA,20191,29.621800,-95.481900,24518153.47,7155.27,2943.49,9,2,,295
775,quam turpis adipiscing,Home Ing,45,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",738 Brickson Park Park,Waterbury,NE,68785,30.781300,-95.595300,9126013.00,4961.23,9054.05,8,3,,204
776,dis parturient,Matsoft,93,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",14558 Brown Road,Dallas,TX,75202,44.980600,-93.177100,29945749.50,1228.45,1095.30,10,3,,241
777,viverra dapibus nulla,Tres-Zap,75,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,8693 Grasskamp Trail,Sarasota,FL,34278,34.200600,-118.486800,12907714.18,6277.61,7211.73,9,3,,128
778,cum sociis natoque,Opela,79,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",5406 Fallview Trail,Dekalb,IL,60115,40.001800,-75.117900,23932192.19,6880.66,9977.13,7,3,,168
779,diam,Zoolab,56,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",273 Ruskin Point,Baltimore,MD,21223,38.899900,-94.832000,22021197.18,878.85,5826.27,8,2,,164
780,libero convallis,Latlux,88,Fusce consequat. Nulla nisl. Nunc nisl.,3856 Cambridge Center,Ellenboro,WV,26346,40.676300,-73.796600,8522527.00,1282.54,6943.91,6,3,,257
781,ipsum praesent,Alpha,31,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,00 Straubel Alley,Silverdale,PA,18962,38.640600,-121.444000,20147569.14,5622.74,6507.71,9,2,,131
782,eu,Sonair,73,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",6 Colorado Point,Moore,MT,59464,32.340100,-93.609200,12576069.24,4605.57,5915.38,6,4,,290
783,adipiscing lorem vitae,Tresom,51,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,865 Lotheville Lane,Panhandle,TX,79068,39.738800,-104.408300,18551872.45,2011.21,3186.88,8,2,,62
784,orci nullam,Sonair,65,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",05692 Sage Crossing,Perkins,OK,74059,38.377400,-121.444400,11970901.80,7703.25,3135.63,7,5,,174
785,vulputate vitae nisl,Cookley,84,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",39 American Ash Center,Ramona,SD,57054,28.566300,-81.260800,23320342.52,6814.93,1024.64,7,5,,215
786,nulla,Greenlam,100,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",36 Coolidge Terrace,Preble,IN,46782,37.524200,-77.493200,19272256.83,5248.93,919.51,8,5,,3
789,ipsum primis,Vagram,74,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",6592 Sullivan Lane,Fernwood,MS,39635,40.791800,-73.944800,6599484.20,6909.44,4895.74,8,3,,58
790,posuere cubilia,Trippledex,41,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",63736 Washington Crossing,Mentone,TX,79754,39.144000,-77.207600,20809385.71,4393.61,2935.74,9,2,,281
793,eu,Fintone,91,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",633 Fuller Hill,Bloomington,NY,12411,43.459900,-116.244000,17583575.95,857.03,8054.20,7,2,,52
794,in hac,Y-Solowarm,47,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",63 Quincy Road,Smithville,TN,37166,33.276500,-112.187200,12953802.95,3416.52,8897.28,6,3,,37
795,viverra,Bamity,94,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",71879 Almo Park,Vista,CA,92085,40.308600,-76.846400,10825409.63,4096.74,6571.35,8,5,,49
798,facilisi cras,Wrapsafe,68,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",67562 North Alley,Wallis,TX,77485,40.754800,-73.601800,22719419.35,7069.54,1137.04,5,3,,116
799,pede lobortis,Kanlam,60,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",17 Cambridge Hill,Milford,PA,18337,38.377400,-121.444400,21993647.99,1527.24,9455.25,9,4,,125
800,at velit eu,Temp,55,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",39 Eliot Point,Mountain Lake,MN,56159,38.189000,-85.676800,7502556.62,6238.74,8198.09,6,3,,285
801,at,Flexidy,53,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,6548 Arrowood Street,Cache Junction,UT,84304,26.228800,-80.163500,4924609.00,4009.88,3477.77,7,4,,166
802,sed,Daltfresh,59,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",9 Dawn Point,Roosevelt,MN,56673,47.933500,-97.394400,3876780.41,3864.66,4113.32,10,5,,16
803,justo,Y-find,77,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,06 Glendale Terrace,Almont,CO,81210,42.099900,-72.578300,26654383.10,6127.63,3503.29,5,2,,52
804,ac enim in,Lotstring,29,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",042 Arkansas Center,Coolin,ID,83821,38.893300,-77.014600,15812464.41,1294.27,2726.81,5,4,,282
805,mauris non,Ventosanzap,64,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",74 Gerald Circle,Nada,TX,77460,39.980700,-105.253100,28737924.59,7223.97,9341.39,6,2,,250
806,urna,Job,73,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,6573 Vermont Place,Denver,NY,12421,32.373000,-86.308100,26164743.24,3107.02,8284.68,5,5,,146
813,nulla,Alphazap,67,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",420 Roth Crossing,Fort Washington,MD,20749,35.551400,-97.407500,5435110.21,4526.63,3517.27,10,2,,212
814,eleifend donec ut,Zathin,32,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",3678 Independence Hill,Mifflin,PA,17058,38.831800,-77.288800,28458657.16,3901.65,3830.73,9,5,,10
815,ipsum,Transcof,22,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",4 Porter Avenue,Fielding,UT,84311,39.042900,-95.769700,26495044.36,2532.34,2505.07,9,2,,167
816,hac habitasse platea,Holdlamis,27,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",80 Sachs Circle,Longview,TX,75605,37.997100,-87.575000,25705635.66,3914.72,8650.57,6,5,,251
817,vestibulum ante,Opela,36,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,7698 Cascade Place,Grand Terrace,CA,92313,32.788700,-96.767600,22053913.65,1546.34,7046.93,8,4,,59
818,nibh in lectus,Asoka,52,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",30 Jenna Point,Saint Louis,MO,63136,38.653100,-90.243500,27880055.77,889.04,2574.06,6,4,,177
819,lectus in est,Viva,47,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",295 Calypso Pass,Washington,DC,20407,33.786600,-118.298700,15179634.13,2275.59,7554.44,6,2,,20
820,vestibulum rutrum rutrum,Treeflex,25,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",775 Dayton Junction,Swiftown,MS,38959,41.548700,-93.582700,1756285.00,1235.67,3905.68,10,5,,135
821,ornare imperdiet,Tres-Zap,68,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",779 Ruskin Avenue,Apo,AP,96206,32.651300,-116.985200,23942382.22,7490.08,4062.96,7,2,,190
822,luctus et,Fix San,56,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",294 Clemons Terrace,Finley,CA,95435,47.859900,-122.284800,16167539.96,660.00,6792.54,7,4,,257
826,lobortis,Trippledex,50,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",96730 Golf Course Pass,De Soto,MO,63020,27.913900,-82.715700,14970895.34,6044.12,7829.78,8,2,,173
827,gravida nisi,Temp,83,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",82 Atwood Alley,Dpo,AA,34008,30.290700,-97.764800,11578868.82,822.29,7112.70,6,5,,80
831,quis lectus suspendisse,Cardify,56,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",00 Columbus Plaza,Poteet,TX,78065,45.015900,-93.471900,21848101.81,7527.44,1302.05,10,3,,50
836,phasellus,Sonsing,52,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",7301 Pawling Plaza,Ogden,UT,84409,39.703800,-86.302900,10272010.80,1863.38,3031.14,5,3,,22
837,ultrices posuere cubilia,Bitwolf,84,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",40848 Thackeray Trail,Lucas,OH,44843,38.977600,-77.386000,7495694.53,3281.46,5086.55,10,4,,148
